title,logoPath,logoPathV3,jobId,jobType,currency,footerPlaceholderLabel,footerPlaceholderColor,companyName,isSaved,companyId,jdURL,jobDescription,showMultipleApply,groupId,isTopGroup,createdDate,mode,board,companyApplyJob,walkinJob,saved,experience,salary,location,companyJobsUrl,ambitionBoxData,internshipTags,vacancy,hiringFor,consultant,hideClientName,clientLogo,extracted_skills
Content Writer / Developer - Intern,https://img.naukimg.com/logo_images/groups/v1/11121058.gif,https://img.naukimg.com/logo_images/groups/v1/11121058.gif,190924504274,internship,INR,Starts in 1-3 months,green,Indra Shakti Ventures,False,124375302,https://www.naukri.com/job-listings-content-writer-developer-intern-indra-shakti-ventures-mumbai-0-to-1-years-190924504274,"Willingness to learn and grow professionally,with an openness to adopting new technologies and methodologies in contentdevelopment. <br><br> . Strong knowledge and experience of SEO practicesin creating content that ranks well on search engines and with a track recordof increasing web visibility",False,11121058,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Mumbai,https://www.naukri.com/indra-shakti-ventures-jobs-careers-124375302,"{'Url': 'https://www.ambitionbox.com/reviews/indra-shakti-ventures-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 3, 'AggregateRating': '1.0', 'Title': 'Indra Shakti Ventures Reviews by Employees'}",,,,,,,[]
Marketng & Outreach Intern,https://img.naukimg.com/logo_images/groups/v1/11623092.gif,https://img.naukimg.com/logo_images/groups/v1/11623092.gif,190325509868,internship,INR,Starts in 1-3 months,green,Videodubber.ai,False,124679246,https://www.naukri.com/job-listings-marketng-outreach-intern-videodubber-ai-bengaluru-0-to-1-years-190325509868,VideoDubber.ai is looking for Marketng & Outreach Intern to join our dynamic team and embark on a rewarding career journey,False,11623092,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Bengaluru,https://www.naukri.com/videodubber-ai-jobs-careers-124679246,,,,,,,,[]
intern-for-developer,https://img.naukimg.com/logo_images/groups/v1/4910177.gif,https://img.naukimg.com/logo_images/groups/v1/4910177.gif,190225503131,internship,INR,Starts in 1-3 months,green,64 Network Security,False,124620404,https://www.naukri.com/job-listings-intern-for-developer-64-network-security-pvt-ltd-hyderabad-0-to-1-years-190225503131," . APIs and JSON Handling: Experience working with APIs and handling data in JSON format<br><br>Database Management Systems (DBMS): Experience with relational database management systems like MySQL,PostgreSQL,or SQLite<br><br>Working with IDEs: Experience using Integrated Development Environments (IDEs) like PyCharm,VSCode,or Jupyter for Python development. .",False,4910177,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Hyderabad,https://www.naukri.com/64-network-security-jobs-careers-5735416,"{'Url': 'https://www.ambitionbox.com/reviews/64-network-security-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 5, 'AggregateRating': '4.6', 'Title': '64 Network Security Reviews by Employees'}",,,,,,,['python']
Digital Data Reporting Intern,https://img.naukimg.com/logo_images/groups/v1/4589801.gif,https://img.naukimg.com/logo_images/groups/v1/4589801.gif,180825504117,internship,INR,Starts in 1-3 months,green,DG7 Solutions,False,1970606,https://www.naukri.com/job-listings-digital-data-reporting-intern-dg7-mumbai-0-to-1-years-180825504117,"Job Position: Digital Data Reporting Intern . To apply,contact +91-84218 20001 or mail on <br><br> Education Qualifications: Must hold a Bachelor s Degree . <br><br>Preparing and maintaining master report for entire set of activities,including daily activity,daily spends of SMM SEM Campaigns Client wise etc . <br><br>Criteria:  . Any UG / Graduate .",False,4589801,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Mumbai,https://www.naukri.com/dg7-solutions-jobs-careers-1970606,"{'Url': 'https://www.ambitionbox.com/reviews/dg7-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 23, 'AggregateRating': '4.1', 'Title': 'DG7 Solutions Reviews by Employees'}",,,,,,,[]
Data Science Intern,https://img.naukimg.com/logo_images/groups/v1/5851064.gif,https://img.naukimg.com/logo_images/groups/v1/5851064.gif,180825504007,internship,INR,Starts in 1-3 months,green,360DigiTMG,False,124466790,https://www.naukri.com/job-listings-data-science-intern-360digitmg-hyderabad-0-to-3-years-180825504007, . We are looking for enthusiastic and skilled interns who are passionate about data and want to gain real-time experience in AI and ML projects<br><br>Required Skills:  . Python for programming and model development<br><br>Eligibility: Recent Graduates,False,5851064,0,1970-01-01 00:00:00,crawled,1,True,False,False,,"5,000/month",Hyderabad,https://www.naukri.com/360digitmg-jobs-careers-123889815,"{'Url': 'https://www.ambitionbox.com/reviews/360digitmg-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 100, 'AggregateRating': '3.8', 'Title': '360DigiTMG Reviews by Employees'}",,,,,,,['python']
AI & Data Intern / Junior AI Associate,https://img.naukimg.com/logo_images/groups/v1/5851064.gif,https://img.naukimg.com/logo_images/groups/v1/5851064.gif,180825503279,internship,INR,Starts in 1-3 months,green,360DigiTMG,False,124466790,https://www.naukri.com/job-listings-ai-data-intern-junior-ai-associate-360digitmg-bengaluru-3-to-4-years-180825503279,"This role is ideal for AI freshers who are curious about how artificial intelligence can power real-world brand storytelling,digital campaigns,and audience engagement",False,5851064,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Bengaluru,https://www.naukri.com/360digitmg-jobs-careers-123889815,"{'Url': 'https://www.ambitionbox.com/reviews/360digitmg-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 100, 'AggregateRating': '3.8', 'Title': '360DigiTMG Reviews by Employees'}",,,,,,,[]
intern,https://img.naukimg.com/logo_images/groups/v1/4578097.gif,https://img.naukimg.com/logo_images/groups/v1/4578097.gif,180825500511,internship,INR,Starts in 1-3 months,green,Adcanopus Digital Media,False,4281668,https://www.naukri.com/job-listings-intern-adcanopus-digital-media-pvt-ltd-bengaluru-0-to-1-years-180825500511,"We are seeking a bright and curious intern or executive to join our Facebook Ads team!<br><br>Enrolled in a marketing,advertising,communications,or related program (or recent graduate)",False,4578097,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Bengaluru,https://www.naukri.com/adcanopus-digital-media-jobs-careers-2051060,"{'Url': 'https://www.ambitionbox.com/reviews/adcanopus-digital-media-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 39, 'AggregateRating': '2.4', 'Title': 'Adcanopus Digital Media Reviews by Employees'}",,,,,,,[]
RF Design Intern,https://img.naukimg.com/logo_images/groups/v1/7427581.gif,https://img.naukimg.com/logo_images/groups/v1/7427581.gif,180725502960,internship,INR,Starts in 1-3 months,green,Ampicq,False,124302016,https://www.naukri.com/job-listings-rf-design-intern-ampicq-hyderabad-0-to-2-years-180725502960,"<div> <div> Designation: Radio frequency Desing - Intern 1 Posit ion Employment Type: Internship Work Type: Hybrid (3 Days a Week onsite - 2 Days Remote) Saturday s Sunday s Week-Offs . Reporting: to Senior Electronics Engineer of amPICQ Internship Details: 6 Months Duration - Paid Internship  </div> <div> Qualification: Pursuing a Master s degree in Electrical Engineering, RF/Microwave Engineering, or a related field. Proficient with simulation tools like Keysight ADS. Strong understanding of RF principles and a passion for high- frequency design.  </div> <div> For More details </div> <div> RF Design Interns: One Position. Job Summary: We aim to enhance our RF design capabilities by incorporating fresh perspectives and the latest academic insights. The interns will assist in designing and simulating High-Speed RF and microwave circuits using Keysight ADS. Their role will also include hands-on testing and validation. Key Responsibilities:  </div> <div> Assist in the design, simulation, and analysis of High-Speed RF and microwave circuits. Creating and optimizing PCB layouts for RF components and systems. Conducting simulations to predict the behavior of RF circuits. Implement tuning and matching techniques to improve circuit performance. Identify and resolve issues in RF circuits and systems. Collaborate with senior engineers to refine designs based on simulation results. Prepare technical reports and design reviews. Explore new tools, techniques, and methodologies to improve design and simulation processes.  </div> <div> Requirements: Strong understanding of RF principles and components. Ability to perform simulations to predict and optimize RF circuit performance. Strong problem-solving and troubleshooting abilities. Strong attention to detail. Ability to work effectively both independently and as part of a team. Proactive and self-motivated with a continuously improving mindset.  </div> <div> CMOS Circuit Design Strong understanding of MOSFET operation, CMOS logic, low-power design, and VLSI layout techniques. PDK EDA Tools Experience with Process Design Kits (PDKs) and semiconductor fabrication processes. Knowledge on Keysight ADS is must. FPGA Development Proficiency in Verilog/VHDL, FPGA architecture, high-speed digital design, and debugging tools. Python Scripting Automation for circuit simulations, test bench development, data analysis, and hardware interfacing.  </div> <div> Qualification / Ideal Candidate: Pursuing a Master s degree in Electrical Engineering, RF/Microwave Engineering, or a related field. Proficient with simulation tools like Keysight ADS. Strong understanding of RF principles and a passion for high-frequency design.  </div> <div> Reporting Manager: Senior Electronics Engineer of amPICQ Work Type: Hybrid (3 Days a Week onsite - 2 Days Remote) Saturday s Sunday s Week-Offs . Location: Hyderabad Telangana, India  </div> </div>",False,7427581,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Hyderabad,https://www.naukri.com/ampicq-jobs-careers-124302016,"{'Url': 'https://www.ambitionbox.com/reviews/ampicq-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 2, 'AggregateRating': '3.0', 'Title': 'amPICQ Reviews by Employees'}",,,,,,,"['python', 'data analysis']"
E-Commerce Management Intern,https://img.naukimg.com/logo_images/groups/v1/10594006.gif,https://img.naukimg.com/logo_images/groups/v1/10594006.gif,180624502230,internship,INR,Starts in 1-3 months,green,Butobox,False,124153756,https://www.naukri.com/job-listings-e-commerce-management-intern-butobox-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-180624502230,Customer Service: Respond to customer inquiries andensure a positive experience,False,10594006,0,1970-01-01 00:00:00,crawled,1,True,False,False,,"5,000/month","Mumbai, New Delhi, Bengaluru, Hyderabad, Pune, Kolkata, Chennai",https://www.naukri.com/butobox-jobs-careers-124153756,,,,,,,,[]
HR Intern,https://img.naukimg.com/logo_images/groups/v1/2513388.gif,https://img.naukimg.com/logo_images/groups/v1/2513388.gif,180225501390,internship,INR,Starts in 1-3 months,green,Cowrks,False,3190326,https://www.naukri.com/job-listings-hr-intern-cowrks-bengaluru-0-to-2-years-180225501390,"Prior internship experience in HR or a related field is a plus<br><br>Preferred qualifications <br><br> A positive attitude,willingness to learn,and ability to work well in a team-oriented environment. .",False,2513388,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Bengaluru,https://www.naukri.com/cowrks-jobs-careers-3190326,"{'Url': 'https://www.ambitionbox.com/reviews/cowrks-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 68, 'AggregateRating': '3.3', 'Title': 'Cowrks Reviews by Employees'}",,,,,,,[]
Intern,https://img.naukimg.com/logo_images/groups/v1/97174.gif,https://img.naukimg.com/logo_images/groups/v1/97174.gif,170326503521,internship,INR,Starts in 1-3 months,green,Affle,False,2355648,https://www.naukri.com/job-listings-intern-affle-bengaluru-0-to-1-years-170326503521,"About the Role . We are looking for a motivated Data Science Intern who is passionate about data,problem-solving,and building insights that drive business decisions<br><br>This internship offers hands-on exposure to real-world datasets,analytical problem statements,and collaboration with product,engineering,and business teams<br><br>Experience with notebooks (Jupyter Colab) .",False,97174,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Bengaluru,https://www.naukri.com/affle-jobs-careers-127427,"{'Url': 'https://www.ambitionbox.com/reviews/affle-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 80, 'AggregateRating': '3.4', 'Title': 'Affle Reviews by Employees'}",,,,,,,[]
Marketing Intern,https://img.naukimg.com/logo_images/groups/v1/9776488.gif,https://img.naukimg.com/logo_images/groups/v1/9776488.gif,170326503315,internship,INR,Starts in 1-3 months,green,Anantya.ai,False,125185739,https://www.naukri.com/job-listings-marketing-intern-anantya-ai-new-delhi-0-to-1-years-170326503315,"You will gain valuable experience working on campaigns,content creation,and data analysis<br><br>Experience with social media platforms is a plus . .",False,9776488,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,New Delhi,https://www.naukri.com/anantya-ai-jobs-careers-125185739,"{'Url': 'https://www.ambitionbox.com/reviews/anantya-dot-ai-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 15, 'AggregateRating': '4.5', 'Title': 'Anantya.ai Reviews by Employees'}",,,,,,,['data analysis']
Graphic Designer Intern,https://img.naukimg.com/logo_images/groups/v1/2185806.gif,https://img.naukimg.com/logo_images/groups/v1/2185806.gif,150124501576,internship,INR,Starts in 1-3 months,green,Loyalytics,False,4065002,https://www.naukri.com/job-listings-graphic-designer-intern-loyalytics-consulting-bengaluru-1-to-3-years-150124501576," . We are seeking a passionate and creative Design Intern to contribute fresh ideas and assist our design team in various projects<br><br>This internship offers a fantastic opportunity for hands-on experience,mentorship,and the chance to work on real-world design tasks",False,2185806,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Bengaluru,https://www.naukri.com/loyalytics-jobs-careers-4065002,"{'Url': 'https://www.ambitionbox.com/reviews/loyalytics-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 32, 'AggregateRating': '3.7', 'Title': 'Loyalytics Reviews by Employees'}",,,,,,,[]
Product Development Intern- Health Insurance (GTM),https://img.naukimg.com/logo_images/groups/v1/2457386.gif,https://img.naukimg.com/logo_images/groups/v1/2457386.gif,130225505105,internship,INR,Starts in 1-3 months,green,Prudential,False,3125384,https://www.naukri.com/job-listings-product-development-intern-health-insurance-gtm-prudential-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-130225505105,"<div> Prudential s purpose is to be partners for every life and protectors for every future. Our purpose encourages everything we do by creating a culture in which diversity is celebrated and inclusion assured, for our people, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and we support our people s career ambitions. We pledge to make Prudential a place where you can Connect, Grow, and Succeed. </div> <div> </div> <div> </div> <div> </div> <div> </div> <div> <b> Title: </b>  Intern - New Product Development in Health Insurance (GTM) </div> <div> <b> Location: </b>  Mumbai </div> <div> </div> <div> <b> Job Summary: </b> </div> <div> We are seeking a highly motivated and analytical Intern to join our New Product Development team within the Health Insurance sector. The successful candidate will play a crucial role in Shaping the Go to Market strategy (GTM)Practice of Prudential Health </div> <div> <b> Key Responsibilities: </b> </div> <ul> <li> <b> GTM Strategy:  </b> Participate in Crafting Full proof Go to Market strategy for Approved Products along with Distribution, Systems & Marketing </li> <li> <b> System Development:  </b> Help in Writing User Stories along with Product Owner/Business Analyst to ensure correct user journeys are capture for development. </li> <li> <b> Product Pitch: </b>  Participate in crafting compelling Product Pitches along with Distribution, Marketing & Partners </li> <li> <b> Competition Benchmarking: </b>  Compare & Execute Best Practices of Key Competition for GTM </li> </ul> <div> <b> Qualifications: </b> </div> <ul> <li> <b> Education: </b>  Currently enrolled in a master s program in Business, Marketing, Economics, Statistics, or a related field/MBA in Insurance (Plus) </li> </ul> <div> <b> Skills: </b> </div> <ul> <li> Strong analytical and research skills, with the ability to interpret complex data. </li> <li> Excellent communication and collaboration abilities. </li> <li> Proficient in Microsoft Office Suite, particularly Excel and PowerPoint. </li> <li> A keen interest in the health insurance industry and product development. </li> </ul> <div> <b> Benefits: </b> </div> <ul> <li> Gain hands-on experience in shaping the GTM strategy within the health insurance sector in a 0 to 1 team. </li> <li> Good Monthly Salary, with an Opportunity to on the rolls for a New Green Field Health Insurer </li> <li> Work closely with experienced product managers and industry professionals. </li> <li> Develop a deep understanding of product development processes and strategies. </li> <li> Opportunity to contribute to the launch of new health insurance products. </li> </ul> <div> <span> </span> </div> <div> </div> <div> </div>",False,2457386,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,"Mumbai, New Delhi, Bengaluru, Hyderabad, Pune, Kolkata, Chennai",https://www.naukri.com/prudential-jobs-careers-3125384,"{'Url': 'https://www.ambitionbox.com/reviews/prudential-financial-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 6, 'AggregateRating': '3.6', 'Title': 'Prudential Financial Reviews by Employees'}",,,,,,,"['excel', 'statistics']"
Internship - Market Intelligence Executive,https://img.naukimg.com/logo_images/groups/v1/3427150.gif,https://img.naukimg.com/logo_images/groups/v1/3427150.gif,121225502403,internship,INR,Starts in 1-3 months,green,NITCO ,False,1813032,https://www.naukri.com/job-listings-internship-market-intelligence-executive-nitco-limited-mumbai-0-to-1-years-121225502403," . Desired Intern Profile <br><br>Collect on-ground feedback from dealers,retailers,and influencers when required. <br><br> Graduate / PG student in Marketing,Business,Civil Engineering,Architecture,or related fields<br><br> Good communication skills and curiosity to learn",False,3427150,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Mumbai,https://www.naukri.com/nitco-jobs-careers-1763,"{'Url': 'https://www.ambitionbox.com/reviews/nitco-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 329, 'AggregateRating': '3.9', 'Title': 'Nitco Reviews by Employees'}",,,,,,,[]
AI Intern,https://img.naukimg.com/logo_images/groups/v1/7790249.gif,https://img.naukimg.com/logo_images/groups/v1/7790249.gif,121225501093,internship,INR,Starts in 1-3 months,green,Contenterra Software,False,6284968,https://www.naukri.com/job-listings-ai-intern-contenterra-software-private-limited-hyderabad-1-to-2-years-121225501093,"Internship Title: AI Intern . <br><br>This internship offers hands\-on experience in AI modeldevelopment,testing,and deployment,aligned with the latest IIT RPRcurriculum<br><br>Completed coursework or certification in AI,ML,Python,or Deep Learning<br><br>Practical experience with transformer models and LLM\-based systems",False,7790249,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Hyderabad,https://www.naukri.com/contenterra-jobs-careers-5653474,"{'Url': 'https://www.ambitionbox.com/reviews/contenterra-software-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 12, 'AggregateRating': '4.4', 'Title': 'Contenterra Software Private Limited Reviews by Employees'}",,,,,,,"['python', 'deep learning']"
Intern,https://img.naukimg.com/logo_images/groups/v1/211716.gif,https://img.naukimg.com/logo_images/groups/v1/211716.gif,121222501506,internship,INR,Starts in 1-3 months,green,GCV Life,False,123579829,https://www.naukri.com/job-listings-intern-gcv-life-india-pvt-ltd-mumbai-0-to-1-years-121222501506,"Investment banking intern will be responsible for conducting deal-oriented market research across biotechnology,Pharmaceuticals,medical devices,hospital other emerging sectors in healthcare industry<br><br>Preferably post-graduation in business or healthcare related sector",False,211716,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Mumbai,https://www.naukri.com/gcv-life-jobs-careers-393175,"{'Url': 'https://www.ambitionbox.com/reviews/gcv-life-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 5, 'AggregateRating': '3.1', 'Title': 'GCV Life Reviews by Employees'}",,,,,,,[]
Sales and Marketing Associate (Intern),https://img.naukimg.com/logo_images/groups/v1/7789759.gif,https://img.naukimg.com/logo_images/groups/v1/7789759.gif,120925502619,internship,INR,Starts in 1-3 months,green,Tensorgo Technologies,False,5415108,https://www.naukri.com/job-listings-sales-and-marketing-associate-intern-tensorgo-technologies-private-limited-hyderabad-0-to-1-years-120925502619,"As a Sales and Marketing Associate (Intern) at TensorGo Software,you ll play an active role in driving business growth and strengthening our brand presence<br><br>Bachelor s degree in Business Administration,Marketing,or a related field<br><br> . 0-1 years of experience in sales,marketing,or business development. .",False,7789759,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Hyderabad,https://www.naukri.com/tensorgo-technologies-jobs-careers-5007472,"{'Url': 'https://www.ambitionbox.com/reviews/tensorgo-technologies-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 8, 'AggregateRating': '2.5', 'Title': 'TensorGo Technologies Reviews by Employees'}",,,,,,,[]
Associate - Channel Business Development (Technical Sales),https://img.naukimg.com/logo_images/groups/v1/4011564.gif,https://img.naukimg.com/logo_images/groups/v1/4011564.gif,120625501006,internship,INR,Starts in 1-3 months,green,Wijungle,False,4839550,https://www.naukri.com/job-listings-associate-channel-business-development-technical-sales-wijungle-mumbai-nagpur-thane-nashik-pune-aurangabad-3-to-8-years-120625501006,He / she could be required to represent WiJungle in various events and conferences and should be comfortable presenting to a large audience. <br><br>Skills Required: - <br><br>Prior experience in cyber security & computer networking . .,False,4011564,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,"Mumbai, Pune, Nagpur, Thane, Nashik, Aurangabad",https://www.naukri.com/wijungle-jobs-careers-4839550,"{'Url': 'https://www.ambitionbox.com/reviews/wijungle-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 70, 'AggregateRating': '4.1', 'Title': 'WiJungle Reviews by Employees'}",,,,,,,[]
Marketing Intern,https://img.naukimg.com/logo_images/groups/v1/481634.gif,https://img.naukimg.com/logo_images/groups/v1/481634.gif,120618500335,internship,INR,Starts in 1-3 months,green,Faichi Solutions,False,1735992,https://www.naukri.com/job-listings-marketing-intern-faichi-solutions-pvt-ltd-pune-0-to-1-years-120618500335,"Position : :  Market Research (NO field work/ tele sales)  

Duration : :   3 months

Qualification : :  BCom BBA BA BCA

Must Have : :  Excellent Communication & Analytical Skills. 

Stipend will be paid.",False,481634,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Pune,https://www.naukri.com/faichi-solutions-jobs-careers-743791,"{'Url': 'https://www.ambitionbox.com/reviews/faichi-solutions-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 3, 'AggregateRating': '1.9', 'Title': 'Faichi Solutions Reviews by Employees'}",,,,,,,[]
Project Coordinator,https://img.naukimg.com/logo_images/groups/v1/10838854.gif,https://img.naukimg.com/logo_images/groups/v1/10838854.gif,111125502608,internship,INR,Starts in 1-3 months,green,Damooga Foundation,False,124231340,https://www.naukri.com/job-listings-project-coordinator-damooga-foundation-mumbai-hyderabad-new-delhi-chennai-bengaluru-0-to-3-years-111125502608,"Project Coordinator  <ul> <li> <i> </i> Full Time </li> <li> <i> </i> Chennai, Mumbai, New Delhi, Bangalore, Hyderabad </li> <li> <i> </i> Managing and oversee programs or initiatives withi </li> </ul> <div> </div> <div> </div> <div> </div> <div> </div> <div> <div> <div> <div> <div> <div> <div> <strong> Position: </strong>  Project Coordinator  </div> <div> <strong> Functional Area: </strong> Managing and oversee programs or initiatives withi </div> <div> <strong> Location: </strong>  Chennai, Mumbai, New Delhi, Bangalore, Hyderabad </div> <div> <strong> Experience:  </strong> 0-3 Years </div> About Damooga Foundation  <div> Damooga Foundation, a leading IT-enabled NGO founded in 2014, pioneers environmental and sustainable technologies. Driven by a passionate team, we believe in actionable change, rejecting idleness and complaints. Our mission is clear: leave the world better than we found it.  </div> <div> Collaborating with diverse partners, we harness technology to shape a sustainable future. Join us in the movement where IT meets environmental advocacy, and action defines impact.  </div> <div> </div> <div> <strong> Job description </strong> <div> <strong> Program Coordinator: </strong>  Managing and oversee programs or initiatives within the NGO, ensuring they run smoothly and achieve their goals. </div> <div> <strong> Job Title:  </strong> Program Coordinator </div> <div> <strong> Job Description: </strong> </div> <div> As a Program Coordinator, you will play a pivotal role in the planning, execution, and oversight of various programs and initiatives within our NGO. Your responsibilities will encompass program development, management, and evaluation to ensure successful outcomes and impact. </div> <div> <strong> Key Responsibilities: </strong> </div> <div> Program Development: </div> <ul> <li> Collaborate with team members to identify program needs, objectives, and goals. </li> <li> Develop program plans, including timelines, budgets, and resource requirements. </li> <li> Research and stay updated on industry trends and best practices to inform program design. </li> </ul> <div> Program Management: </div> <ul> <li> Oversee the day-to-day operations of assigned programs, ensuring adherence to timelines and budgets. </li> <li> Coordinate program activities, including scheduling meetings, workshops, and events. </li> <li> Monitor and manage program budgets, expenses, and resource allocation. </li> <li> Maintain records and documentation related to program activities and outcomes. </li> </ul> <div> Stakeholder Engagement: </div> <ul> <li> Collaborate with internal and external stakeholders, including volunteers, partners, and community members. </li> <li> Establish and maintain effective communication channels to keep stakeholders informed about program progress. </li> </ul> <div> Monitoring and Evaluation: </div> <ul> <li> Develop and implement program evaluation frameworks to assess program effectiveness. </li> <li> Collect and analyze data to measure program impact and identify areas for improvement. </li> <li> Prepare reports and presentations summarizing program achievements and outcomes. </li> </ul> <div> Resource Mobilization: </div> <ul> <li> Assist in grant writing and fundraising efforts to secure funding for programs. </li> <li> Identify potential funding opportunities and partnerships to support program sustainability. </li> </ul> <div> Team Coordination: </div> <ul> <li> Coordinate and collaborate with team members, delegating tasks as needed. </li> <li> Provide guidance and support to program staff, volunteers, and interns. </li> </ul> <div> Compliance and Reporting: </div> <ul> <li> Ensure program activities comply with relevant laws, regulations, and organizational policies. </li> <li> Prepare and submit regular reports to management and funders as required. </li> </ul> <div> Qualifications: </div> <ul> <li> Bachelors degree in a relevant field (Social Work, Nonprofit Management, etc.); a Masters degree may be preferred for certain roles. </li> <li> Proven experience in program coordination or management within the nonprofit sector. </li> <li> Strong organizational and project management skills. </li> <li> Excellent written and verbal communication abilities. </li> <li> Proficiency in data analysis and reporting. </li> <li> Ability to work collaboratively and effectively with diverse stakeholders. </li> <li> Commitment to the mission and values of the NGO </li> </ul> <div> Job Types: Full-time, Internship </div> <div> Salary: 15,000.00 - 25,000.00 per month </div> <div> Benefits: </div> <ul> <li> Flexible schedule </li> <li> Paid sick time </li> <li> Paid time off </li> </ul> <div> Schedule: </div> <ul> <li> Day shift </li> </ul> <div> Supplemental pay types: </div> <ul> <li> Performance bonus </li> </ul> <div> Experience: </div> <ul> <li> total work: 1 year (Preferred) </li> </ul> <div> Language: </div> <ul> <li> English (Preferred) </li> </ul> <div> Willingness to travel: </div> <ul> <li> 50% (Preferred) </li> </ul> </div> </div> </div> </div> </div> </div> </div>",False,10838854,0,1970-01-01 00:00:00,crawled,1,True,False,False,,"25,000/month","Mumbai, New Delhi, Bengaluru, Hyderabad, Chennai",https://www.naukri.com/damooga-foundation-jobs-careers-124231340,"{'Url': 'https://www.ambitionbox.com/reviews/damooga-foundation-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri', 'ReviewsCount': 2, 'AggregateRating': '5.0', 'Title': 'Damooga Foundation Reviews by Employees'}",,,,,,,['data analysis']
SEO intern,https://img.naukimg.com/logo_images/groups/v1/10452800.gif,https://img.naukimg.com/logo_images/groups/v1/10452800.gif,111125501406,internship,INR,Starts in 1-3 months,green,Arrowscope It Solutions,False,125189807,https://www.naukri.com/job-listings-seo-intern-arrowscope-it-solutions-mumbai-0-to-2-years-111125501406,"Learn and implement on-page optimization techniques,including optimizing title tags,meta descriptions,headings,and content for targeted keywords and user experience",False,10452800,0,1970-01-01 00:00:00,crawled,1,True,False,False,,Unpaid,Mumbai,https://www.naukri.com/arrowscope-it-solutions-jobs-careers-125189807,,,,,,,,[]
